"BROKEN","CATEGORY","FAILED","PASSED","SKIPPED","UNKNOWN"
"0","Product defects","14","0","0","0"
"0","Click impossible (timeout)","6","0","0","0"
"0","Attente d'élément non satisfaite","4","0","0","0"
"0","Élément non visible — à investiguer","4","0","0","0"
"0","Sélecteur ambigu (strict mode)","4","0","0","0"
"0","Saisie de texte impossible","3","0","0","0"
"1","Timeout global du test","0","0","0","0"
