"BROKEN","CATEGORY","FAILED","PASSED","SKIPPED","UNKNOWN"
"0","Product defects","36","0","0","0"
"0","Titre de page inattendu — à investiguer","3","0","0","0"
"0","Attente d'élément non satisfaite","2","0","0","0"
"0","Click impossible (timeout)","2","0","0","0"
