"BROKEN","EPIC","FAILED","FEATURE","PASSED","SKIPPED","STORY","UNKNOWN"
"0","🔐 Authentification","3","Réinitialisation du mot de passe","0","0","","0"
"0","🧑‍💻 Gestion du compte","2","Changement de mot de passe","1","0","","0"
"0","🧑‍🦲 Accessibilité","0","Intégration d'axe-core dans les tests","4","0","","0"
"0","🔐 Authentification","0","Connexion","5","0","","0"
"0","🔐 Authentification","1","Redirections après connexion","2","0","","0"
"0","🔐 Authentification","0","Accessibilité de la page de connexion","3","0","","0"
"0","🔐 Authentification","3","Gestion de session et expiration","0","0","","0"
"0","🔐 Authentification","0","Routes publiques","1","0","","0"
"0","🔐 Authentification","1","Vérouillage de compte","0","0","","0"
"0","🔐 Authentification","1","Routes protégées","0","0","","0"
