"BROKEN","CATEGORY","FAILED","PASSED","SKIPPED","UNKNOWN"
"0","Product defects","14","0","0","0"
"0","Click impossible (timeout)","5","0","0","0"
"0","Titre de page inattendu — à investiguer","4","0","0","0"
"0","Attente d'élément non satisfaite","4","0","0","0"
