"BROKEN","CATEGORY","FAILED","PASSED","SKIPPED","UNKNOWN"
"0","Product defects","18","0","0","0"
"0","Click impossible (timeout)","6","0","0","0"
"0","Titre de page inattendu — à investiguer","6","0","0","0"
"0","Attente d'élément non satisfaite","4","0","0","0"
