"BROKEN","CATEGORY","FAILED","PASSED","SKIPPED","UNKNOWN"
"0","Titre de page inattendu — à investiguer","7","0","0","0"
"0","Attente d'élément non satisfaite","1","0","0","0"
"1","Timeout global du test","0","0","0","0"
