"BROKEN","EPIC","FAILED","FEATURE","PASSED","SKIPPED","STORY","UNKNOWN"
"0","🍪 Cookies","0","Widget de gestion des cookies Axeptio","3","0","","0"
"0","🔐 Authentification","1","Vérouillage de compte","0","0","","0"
"0","🧑‍💻 Gestion du compte","3","Changement de mot de passe","0","0","","0"
"0","🔐 Authentification","3","Gestion de session et expiration","0","0","","0"
"0","🔐 Authentification","7","Connexion","6","0","","0"
"0","🔐 Authentification","3","Authentification à deux facteurs","1","0","","0"
"0","🔐 Authentification","3","Réinitialisation du mot de passe","0","0","","0"
"0","🔗 Connexions tierces","0","Tokens API","4","0","","0"
"0","📜 Historique","1","Historique des transactions","3","0","","0"
"0","📜 Historique","1","Export des transactions","2","0","","0"
"0","📈 Investissement","3","Plan Bitcoin Famille","0","0","","0"
"0","🧭 Navigation","0","Navigation in-app","4","0","","0"
"0","🔗 Connexions tierces","1","Boutons marchands","3","0","","0"
"0","📈 Investissement","0","DCA (Achats récurrents)","1","0","Un utilisateur peut créer, éditer, mettre en pause, reprendre et stopper un DCA","0"
"0","🔐 Authentification","1","Routes publiques","0","0","","0"
"0","🔐 Authentification","1","Routes protégées","0","0","","0"
"0","🔐 Authentification","1","Déconnexion","0","0","","0"
