"BROKEN","EPIC","FAILED","FEATURE","PASSED","SKIPPED","STORY","UNKNOWN"
"0","🔐 Authentification","3","Réinitialisation du mot de passe","0","0","","0"
"0","🔐 Authentification","3","Redirections après connexion","0","0","","0"
"0","🧑‍💻 Gestion du compte","1","Changement de mot de passe","2","0","","0"
"0","🧑‍🦲 Accessibilité","0","Intégration d'axe-core dans les tests","4","0","","0"
"0","🔐 Authentification","0","Accessibilité de la page de connexion","3","0","","0"
"0","🔐 Authentification","0","Connexion","5","0","","0"
"0","🔐 Authentification","1","Routes publiques","0","0","","0"
"0","🔐 Authentification","1","Routes protégées","0","0","","0"
"0","🔐 Authentification","2","Gestion de session et expiration","1","0","","0"
"0","🔐 Authentification","1","Vérouillage de compte","0","0","","0"
